Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
comp533.factory.BarrierImpl,barrier:impl,@BarrierClass,barrier:class,barrier,barrier,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceBarrierWaitEnd,trace:barrier:wait:end
comp533.factory.BarrierImpl,barrier:impl,@BarrierClass,barrier:class,barrier,barrier,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceBarrierReleaseAll,trace:barrier:release:all
comp533.factory.BarrierImpl,barrier:impl,@BarrierClass,barrier:class,barrier,barrier,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,java.lang.Object,object,java.lang.Object,object,notifyAll,notify:all
comp533.TokenCounter,token:counter,@StandAloneTokenCounter,stand:alone:token:counter,main,main,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,ModelImpl,model:impl
comp533.TokenCounter,token:counter,@StandAloneTokenCounter,stand:alone:token:counter,main,main,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,comp533.mvc.ControllerImpl,controller:impl,@ControllerClass,controller:class,ControllerImpl,controller:impl
comp533.TokenCounter,token:counter,@StandAloneTokenCounter,stand:alone:token:counter,main,main,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,comp533.mvc.ViewImpl,view:impl,@ViewClass,view:class,ViewImpl,view:impl
comp533.TokenCounter,token:counter,@StandAloneTokenCounter,stand:alone:token:counter,main,main,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,comp533.mvc.Model,model,@ModelClass,model:class,addPropertyChangeListener,add:property:change:listener
comp533.TokenCounter,token:counter,@StandAloneTokenCounter,stand:alone:token:counter,main,main,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,comp533.mvc.Controller,controller,@ControllerClass,controller:class,initSlaveThreads,slave:threads
comp533.TokenCounter,token:counter,@StandAloneTokenCounter,stand:alone:token:counter,main,main,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class,comp533.mvc.Controller,controller,@ControllerClass,controller:class,getUserInput,get:user:input
comp533.count.TokenCountingMapper,token:counting:mapper,@TokenCountingMapperClass,token:counting:mapper:class,getInstance,get:instance,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,comp533.count.TokenCountingMapper,token:counting:mapper,@TokenCountingMapperClass,token:counting:mapper:class,TokenCountingMapper,token:counting:mapper
comp533.count.TokenCountingMapper,token:counting:mapper,@TokenCountingMapperClass,token:counting:mapper:class,map,map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,java.util.ArrayList,array:list,java.util.ArrayList,array:list,ArrayList,array:list
comp533.count.TokenCountingMapper,token:counting:mapper,@TokenCountingMapperClass,token:counting:mapper:class,map,map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,java.util.List,list,java.util.List,list,iterator,iterator
comp533.count.TokenCountingMapper,token:counting:mapper,@TokenCountingMapperClass,token:counting:mapper:class,map,map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,java.util.Iterator,iterator,java.util.Iterator,iterator,hasNext,has:next
comp533.count.TokenCountingMapper,token:counting:mapper,@TokenCountingMapperClass,token:counting:mapper:class,map,map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,java.util.List,list,java.util.List,list,add,add
comp533.count.TokenCountingMapper,token:counting:mapper,@TokenCountingMapperClass,token:counting:mapper:class,map,map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,java.util.Iterator,iterator,java.util.Iterator,iterator,next,next
comp533.count.TokenCountingMapper,token:counting:mapper,@TokenCountingMapperClass,token:counting:mapper:class,map,map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceMap,trace:map
comp533.factory.MapperFactory,mapper:factory,@MapperFactory,mapper:factory,setMapper,set:mapper,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceSingletonChange,trace:singleton:change
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,java.util.HashMap,hash:map,java.util.HashMap,hash:map,HashMap,hash:map
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,java.util.List,list,java.util.List,list,iterator,iterator
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,java.util.Iterator,iterator,java.util.Iterator,iterator,hasNext,has:next
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,java.util.Iterator,iterator,java.util.Iterator,iterator,next,next
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,comp533.KeyValue,key:value,@KeyValueClass,key:value:class,getKey,get:key
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,comp533.KeyValue,key:value,@KeyValueClass,key:value:class,getValue,get:value
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,java.util.Map,map,java.util.Map,map,containsKey,contains:key
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,java.util.Map,map,java.util.Map,map,put,put
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,java.util.Map,map,java.util.Map,map,get,get
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,java.util.Map,map,java.util.Map,map,put,put
comp533.factory.TokenCountingReducer,token:counting:reducer,@ReducerClass,reducer:class,reduce,reduce,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass:AMapReduceTracer:AMapReduceTracer:@BarrierClass:AMapReduceTracer:@IntSummingMapperClass+@TokenCountingMapperClass:AMapReduceTracer:AMapReduceTracer:@ReducerClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class:a:map:reduce:tracer:a:map:reduce:tracer:barrier:class:a:map:reduce:tracer:int:summing:mapper:class:token:counting:mapper:class:a:map:reduce:tracer:a:map:reduce:tracer:reducer:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceReduce,trace:reduce
